MF	2	15	2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
VC	17	17	17
LK	19	19	19
MF	20	23	20, 21, 22, 23
VC	24	24	24

VF	1	3	1, 2, 3
LK	4	4	4
MF	5	16	5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16
C	18	18	18
NF	18	23	18, 19, 20, 21, 22, 23
MF	19	20	19, 20
VC	21	23	21, 22, 23

VF	1	1	1
MF	2	2	2

MF	1	1	1

VF	1	1	1
LK	2	2	2
MF	3	4	3, 4

VF	1	2	1, 2
LK	3	3	3
MF	4	6	4, 5, 6
MF	8	25	8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25
NF	8	26	8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26
VC	18	18	18
VC	26	26	26

LK	1	1	1
MF	2	2	2

VF	1	6	1, 2, 3, 4, 5, 6
LK	8	8	8
MF	10	13	10, 11, 12, 13
VC	14	14	14
VF	19	20	19, 20
LK	21	21	21
MF	22	23	22, 23
VC	24	24	24

VF	1	5	1, 2, 3, 4, 5
LK	6	6	6
MF	7	11	7, 8, 9, 10, 11
VC	12	12	12
C	14	14	14
NF	14	24	14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24
MF	15	23	15, 16, 17, 18, 19, 20, 21, 22, 23
VC	24	24	24

VF	2	2	2
VF	2	10	2, 3, 4, 5, 6, 7, 8, 9, 10
LK	3	3	3
MF	4	5	4, 5
VC	6	6	6
C	8	8	8
NF	8	10	8, 9, 10
MF	9	9	9
VC	10	10	10
LK	12	12	12
MF	13	16	13, 14, 15, 16

VF	1	1	1
MF	2	2	2

VF	2	8	2, 3, 4, 5, 6, 7, 8
LK	10	10	10
MF	11	12	11, 12

VF	1	1	1
LK	2	2	2
MF	3	5	3, 4, 5
VC	6	6	6
NF	7	23	7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23
C	14	15	14, 15
MF	16	19	16, 17, 18, 19
VC	20	23	20, 21, 22, 23

VF	3	6	3, 4, 5, 6
LK	7	7	7
MF	8	13	8, 9, 10, 11, 12, 13
VF	16	22	16, 17, 18, 19, 20, 21, 22
MF	19	20	19, 20
VC	21	22	21, 22
LK	24	24	24
MF	25	32	25, 26, 27, 28, 29, 30, 31, 32

VF	1	1	1
LK	2	2	2
MF	3	5	3, 4, 5
C	7	8	7, 8
NF	7	16	7, 8, 9, 10, 11, 12, 13, 14, 15, 16
MF	9	14	9, 10, 11, 12, 13, 14
VC	16	16	16

VF	1	1	1
LK	2	2	2
MF	3	13	3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13
C	15	15	15
NF	15	19	15, 16, 17, 18, 19
MF	16	17	16, 17
VC	18	19	18, 19

VF	1	1	1
LK	2	2	2
MF	3	4	3, 4
VF	6	6	6
LK	7	7	7
MF	8	12	8, 9, 10, 11, 12
VC	13	13	13
NF	15	17	15, 16, 17

LK	1	1	1
MF	2	2	2
VC	3	3	3
C	5	5	5
NF	5	35	5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35
MF	6	18	6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18
FKONJ	6	20	6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
FKOORD	6	35	6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35
VC	19	20	19, 20
LK	22	22	22
FKONJ	22	35	22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35
C	24	24	24
NF	24	35	24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35
MF	25	33	25, 26, 27, 28, 29, 30, 31, 32, 33
VC	34	35	34, 35

VF	1	1	1
MF	2	2	2

MF	1	2	1, 2

VF	1	5	1, 2, 3, 4, 5
LK	8	8	8
MF	9	13	9, 10, 11, 12, 13
VC	14	14	14

NONE	999	999	999

VF	1	1	1
LK	2	2	2
MF	3	3	3

VF	1	4	1, 2, 3, 4
LK	5	5	5
MF	6	8	6, 7, 8
VC	9	9	9

KOORD	1	1	1
C	2	2	2
VF	2	6	2, 3, 4, 5, 6
MF	3	5	3, 4, 5
VC	6	6	6
LK	8	8	8
FKONJ	8	12	8, 9, 10, 11, 12
FKOORD	8	18	8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18
MF	9	12	9, 10, 11, 12
LK	14	14	14
FKONJ	14	18	14, 15, 16, 17, 18
MF	15	18	15, 16, 17, 18

VF	1	1	1
LK	3	3	3
MF	4	4	4

VF	2	2	2
LK	5	5	5
MF	6	6	6

NONE	999	999	999

VF	1	1	1
LK	2	2	2
MF	3	3	3
VC	4	4	4

VF	1	1	1
LK	2	2	2
FKONJ	2	7	2, 3, 4, 5, 6, 7
FKOORD	2	12	2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12
MF	3	7	3, 4, 5, 6, 7
LK	9	9	9
FKONJ	9	12	9, 10, 11, 12
VC	10	10	10
NF	11	12	11, 12
VC	11	12	11, 12

C	4	4	4
MF	5	11	5, 6, 7, 8, 9, 10, 11
VC	12	12	12

C	1	1	1
MF	2	4	2, 3, 4
VC	5	5	5

VF	1	2	1, 2
LK	3	3	3
FKONJ	3	8	3, 4, 5, 6, 7, 8
FKOORD	3	22	3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22
MF	4	8	4, 5, 6, 7, 8
LK	10	10	10
FKONJ	10	13	10, 11, 12, 13
MF	11	12	11, 12
VC	13	13	13
LK	15	15	15
FKONJ	15	22	15, 16, 17, 18, 19, 20, 21, 22
MF	16	16	16
C	18	18	18
NF	18	22	18, 19, 20, 21, 22
MF	19	21	19, 20, 21
VC	22	22	22

VF	1	2	1, 2
LK	3	3	3
MF	4	14	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14
VC	15	15	15

VF	2	2	2
VF	2	18	2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18
LK	3	3	3
FKONJ	3	5	3, 4, 5
FKOORD	3	18	3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18
MF	4	5	4, 5
LK	7	7	7
FKONJ	7	18	7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18
MF	8	18	8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18
LK	21	21	21
MF	22	22	22

VF	1	1	1
LK	2	2	2
VC	3	4	3, 4

VF	1	1	1
LK	2	2	2
FKONJ	2	6	2, 3, 4, 5, 6
FKOORD	2	9	2, 3, 4, 5, 6, 7, 8, 9
MF	3	5	3, 4, 5
VC	6	6	6
LK	8	8	8
FKONJ	8	9	8, 9
MF	9	9	9

VF	1	5	1, 2, 3, 4, 5
LK	6	6	6
MF	7	13	7, 8, 9, 10, 11, 12, 13
FKONJ	7	14	7, 8, 9, 10, 11, 12, 13, 14
FKOORD	7	17	7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17
VC	14	14	14
MF	16	16	16
FKONJ	16	17	16, 17
VC	17	17	17

KOORD	1	1	1
VF	2	3	2, 3
LK	4	4	4
MF	5	18	5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18
C	20	20	20
NF	20	38	20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38
MF	21	37	21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37
VC	38	38	38

VF	1	2	1, 2
LK	3	3	3
MF	4	6	4, 5, 6
VF	8	8	8
LK	9	9	9
MF	10	16	10, 11, 12, 13, 14, 15, 16
VC	17	17	17

VF	1	3	1, 2, 3
LK	4	4	4
MF	5	9	5, 6, 7, 8, 9

VF	1	1	1
LK	2	2	2
MF	3	11	3, 4, 5, 6, 7, 8, 9, 10, 11

VF	1	1	1
LK	2	2	2
MF	3	7	3, 4, 5, 6, 7

VF	1	3	1, 2, 3
LK	4	4	4
MF	5	5	5
VC	6	6	6
MF	8	11	8, 9, 10, 11
NF	8	13	8, 9, 10, 11, 12, 13
VC	12	13	12, 13

VF	1	3	1, 2, 3
LK	4	4	4
MF	5	12	5, 6, 7, 8, 9, 10, 11, 12

NONE	999	999	999

VF	2	8	2, 3, 4, 5, 6, 7, 8
LK	9	9	9
MF	10	17	10, 11, 12, 13, 14, 15, 16, 17
VC	18	18	18

VF	1	1	1
LK	2	2	2
MF	3	5	3, 4, 5
VC	6	6	6

VF	1	6	1, 2, 3, 4, 5, 6
LK	7	7	7
MF	8	13	8, 9, 10, 11, 12, 13
VF	25	25	25
LK	26	26	26
MF	27	33	27, 28, 29, 30, 31, 32, 33
VC	34	34	34
C	36	36	36
NF	36	49	36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49
MF	37	48	37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48
VC	49	49	49

VF	2	2	2
VF	2	17	2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17
LK	3	3	3
MF	4	9	4, 5, 6, 7, 8, 9
MF	11	15	11, 12, 13, 14, 15
NF	11	17	11, 12, 13, 14, 15, 16, 17
VC	16	17	16, 17
LK	20	20	20
MF	21	22	21, 22

VF	2	2	2
LK	3	3	3
MF	4	9	4, 5, 6, 7, 8, 9

C	1	1	1
VF	1	11	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11
MF	2	9	2, 3, 4, 5, 6, 7, 8, 9
VC	10	11	10, 11
LK	13	13	13
MF	14	19	14, 15, 16, 17, 18, 19

VF	1	2	1, 2
LK	3	3	3
MF	4	8	4, 5, 6, 7, 8
VC	9	9	9

VF	2	2	2
VF	2	8	2, 3, 4, 5, 6, 7, 8
LK	3	3	3
MF	4	7	4, 5, 6, 7
VC	8	8	8
LK	11	11	11
MF	12	13	12, 13

VF	2	5	2, 3, 4, 5
LK	6	6	6
MF	7	10	7, 8, 9, 10
VC	11	11	11

VF	1	1	1
LK	2	2	2
VF	5	5	5
NF	5	8	5, 6, 7, 8
LK	6	6	6
MF	7	8	7, 8

C	1	1	1
VF	1	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14
MF	2	13	2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13
VC	14	14	14
LK	16	16	16
MF	17	25	17, 18, 19, 20, 21, 22, 23, 24, 25
VC	26	26	26

C	1	1	1
VF	1	6	1, 2, 3, 4, 5, 6
MF	2	5	2, 3, 4, 5
VC	6	6	6
LK	8	8	8
MF	9	16	9, 10, 11, 12, 13, 14, 15, 16

VF	2	4	2, 3, 4
LK	5	5	5
MF	6	11	6, 7, 8, 9, 10, 11

VF	1	1	1
LK	2	2	2
MF	3	7	3, 4, 5, 6, 7
VC	8	9	8, 9

LK	8	8	8
MF	9	9	9

VF	1	1	1
LK	2	2	2
MF	3	5	3, 4, 5

VF	1	3	1, 2, 3
LK	4	4	4
MF	6	7	6, 7
NF	6	9	6, 7, 8, 9
VC	8	9	8, 9

KOORD	1	1	1
VF	2	2	2
LK	3	3	3
MF	4	11	4, 5, 6, 7, 8, 9, 10, 11

C	1	1	1
VF	1	19	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
MF	2	18	2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18
VC	19	19	19
LK	21	21	21
MF	22	25	22, 23, 24, 25

VF	1	4	1, 2, 3, 4
LK	5	5	5
MF	6	6	6
NF	8	18	8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18
C	9	9	9
MF	10	17	10, 11, 12, 13, 14, 15, 16, 17
VC	18	18	18

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

MF	1	1	1

MF	1	1	1

NONE	999	999	999

VF	8	9	8, 9
LK	10	10	10
MF	11	26	11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26
VC	28	28	28

VC	1	1	1
VF	1	1	1
LK	2	2	2
MF	3	7	3, 4, 5, 6, 7

VF	1	5	1, 2, 3, 4, 5
LK	6	6	6
VC	7	7	7
MF	9	19	9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19

NONE	999	999	999

MF	1	1	1
VC	2	2	2

VF	1	4	1, 2, 3, 4
LK	5	5	5
MF	6	7	6, 7
VC	8	9	8, 9

VF	1	6	1, 2, 3, 4, 5, 6
LK	7	7	7
MF	8	34	8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34
VC	35	35	35

VF	1	2	1, 2
LK	3	3	3
MF	4	5	4, 5
VF	7	9	7, 8, 9
LK	10	10	10
MF	11	12	11, 12

MF	1	1	1

NONE	999	999	999

VF	1	2	1, 2
LK	3	3	3
MF	4	6	4, 5, 6

NONE	999	999	999

VF	1	11	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11
C	5	6	5, 6
MF	7	9	7, 8, 9
VC	10	11	10, 11
LK	13	13	13
MF	14	18	14, 15, 16, 17, 18
VC	19	19	19
C	21	21	21
NF	21	39	21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39
MF	22	37	22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37
VC	38	39	38, 39

VF	1	2	1, 2
LK	3	3	3
MF	4	20	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
VC	21	22	21, 22

NONE	999	999	999

VF	1	7	1, 2, 3, 4, 5, 6, 7
LK	8	8	8
MF	9	16	9, 10, 11, 12, 13, 14, 15, 16
VC	17	18	17, 18

VF	1	1	1
LK	2	2	2
VF	4	7	4, 5, 6, 7
LK	8	8	8
MF	9	11	9, 10, 11

VF	1	4	1, 2, 3, 4
LK	5	5	5
MF	6	9	6, 7, 8, 9
VC	10	10	10
VF	12	15	12, 13, 14, 15
LK	16	16	16
MF	17	21	17, 18, 19, 20, 21
VC	22	22	22

MF	1	5	1, 2, 3, 4, 5
VF	1	6	1, 2, 3, 4, 5, 6
VC	6	6	6
LK	8	8	8
MF	9	10	9, 10
VC	11	11	11
NF	13	15	13, 14, 15

VF	1	3	1, 2, 3
LK	4	4	4
MF	5	5	5
C	7	7	7
NF	7	21	7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21
MF	8	9	8, 9
VC	10	10	10
MF	12	19	12, 13, 14, 15, 16, 17, 18, 19
NF	12	21	12, 13, 14, 15, 16, 17, 18, 19, 20, 21
VC	20	21	20, 21

VF	1	2	1, 2
LK	3	3	3
MF	4	4	4
VC	5	6	5, 6
VF	9	10	9, 10
LK	11	11	11
MF	12	16	12, 13, 14, 15, 16
C	18	18	18
NF	18	34	18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34
MF	19	31	19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31
VC	33	34	33, 34

VF	1	1	1
LK	2	2	2
MF	3	11	3, 4, 5, 6, 7, 8, 9, 10, 11

VF	1	1	1
LK	2	2	2
MF	3	3	3
VC	4	4	4

C	1	1	1
VF	1	22	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22
MF	2	16	2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16
VC	17	17	17
LK	23	23	23

VF	1	1	1
LK	2	2	2
MF	3	6	3, 4, 5, 6
VC	7	7	7
VF	10	10	10
LK	11	11	11
MF	12	13	12, 13
VC	14	14	14

LK	1	1	1
MF	2	6	2, 3, 4, 5, 6

C	3	3	3
MF	4	9	4, 5, 6, 7, 8, 9
VC	10	10	10
C	12	12	12
NF	12	27	12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27
MF	13	25	13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25
VC	26	27	26, 27

C	3	3	3
MF	4	16	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16
VC	17	18	17, 18

LV	1	8	1, 2, 3, 4, 5, 6, 7, 8
C	6	6	6
MF	7	7	7
VC	8	8	8
VF	10	12	10, 11, 12
LK	13	13	13
MF	14	15	14, 15
VC	16	16	16

LK	4	4	4
MF	5	7	5, 6, 7
C	9	9	9
NF	9	13	9, 10, 11, 12, 13
MF	10	11	10, 11
VC	12	13	12, 13

MF	1	3	1, 2, 3
MF	5	6	5, 6
NF	5	8	5, 6, 7, 8
VC	7	8	7, 8

VF	1	1	1
LK	2	2	2
MF	3	4	3, 4

VF	1	1	1
MF	2	2	2

VF	1	1	1
LK	2	2	2
MF	4	5	4, 5

VF	1	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
LK	11	11	11
MF	12	12	12
VC	13	14	13, 14

VF	1	3	1, 2, 3
LK	4	4	4
MF	5	6	5, 6

VF	10	16	10, 11, 12, 13, 14, 15, 16
LK	17	17	17
MF	18	27	18, 19, 20, 21, 22, 23, 24, 25, 26, 27

VF	1	8	1, 2, 3, 4, 5, 6, 7, 8
LK	9	9	9
MF	10	10	10
VC	11	12	11, 12

VF	1	11	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11
LK	12	12	12
MF	13	15	13, 14, 15
VC	16	16	16
VF	19	19	19
LK	20	20	20
MF	21	21	21
VC	22	22	22

VF	1	2	1, 2
LK	3	3	3
MF	4	10	4, 5, 6, 7, 8, 9, 10
VF	13	19	13, 14, 15, 16, 17, 18, 19
LK	20	20	20
MF	21	21	21
VC	22	22	22

VF	1	1	1
LK	2	2	2
C	4	4	4
NF	4	15	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
MF	5	7	5, 6, 7
VC	8	8	8
MF	10	14	10, 11, 12, 13, 14
NF	10	15	10, 11, 12, 13, 14, 15
VC	15	15	15

VF	1	1	1
LK	2	2	2
MF	3	17	3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17
VC	19	19	19

VF	1	3	1, 2, 3
LK	4	4	4
MF	5	15	5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
VC	16	16	16
VF	18	20	18, 19, 20
LK	21	21	21
MF	22	24	22, 23, 24
C	26	26	26
NF	26	45	26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45
MF	27	43	27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43
VC	44	45	44, 45
LK	48	48	48
MF	49	49	49

VF	1	3	1, 2, 3
LK	4	4	4
MF	5	5	5

VF	1	2	1, 2
LK	3	3	3
FKONJ	3	9	3, 4, 5, 6, 7, 8, 9
FKOORD	3	39	3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39
MF	4	9	4, 5, 6, 7, 8, 9
LK	12	12	12
FKONJ	12	22	12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22
MF	13	21	13, 14, 15, 16, 17, 18, 19, 20, 21
VC	22	22	22
LK	24	24	24
FKONJ	24	39	24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39
MF	25	27	25, 26, 27
VC	28	28	28
MF	30	37	30, 31, 32, 33, 34, 35, 36, 37
NF	30	39	30, 31, 32, 33, 34, 35, 36, 37, 38, 39
VC	38	39	38, 39

VF	1	6	1, 2, 3, 4, 5, 6
LK	7	7	7
MF	8	20	8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
NF	22	28	22, 23, 24, 25, 26, 27, 28

VF	1	1	1
LK	2	2	2
MF	3	7	3, 4, 5, 6, 7
VC	8	8	8

VF	1	1	1
LK	2	2	2
MF	3	19	3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
VC	20	20	20

VF	1	3	1, 2, 3
LK	4	4	4
MF	5	13	5, 6, 7, 8, 9, 10, 11, 12, 13

C	1	1	1
MF	2	4	2, 3, 4
VC	5	6	5, 6

VF	6	10	6, 7, 8, 9, 10
LK	11	11	11
MF	12	26	12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26
VC	27	27	27

VF	1	11	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11
LK	12	12	12
MF	13	16	13, 14, 15, 16

VF	1	12	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12
C	3	3	3
MF	4	10	4, 5, 6, 7, 8, 9, 10
VC	12	12	12
LK	14	14	14
MF	15	15	15
LK	17	17	17
MF	18	21	18, 19, 20, 21
VC	22	22	22

VF	3	4	3, 4
LK	5	5	5
MF	6	8	6, 7, 8

VF	3	6	3, 4, 5, 6
LK	7	7	7
MF	8	8	8

VF	3	5	3, 4, 5
LK	6	6	6
MF	7	10	7, 8, 9, 10

VF	1	4	1, 2, 3, 4
LK	5	5	5
MF	6	10	6, 7, 8, 9, 10

VF	1	3	1, 2, 3
LK	4	4	4
VC	5	5	5

VF	1	5	1, 2, 3, 4, 5
LK	6	6	6
MF	7	11	7, 8, 9, 10, 11

VF	1	5	1, 2, 3, 4, 5
LK	6	6	6
MF	7	8	7, 8

VF	3	5	3, 4, 5
LK	6	6	6
MF	7	10	7, 8, 9, 10

VF	1	11	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11
MF	5	9	5, 6, 7, 8, 9
VC	10	11	10, 11
LK	13	13	13
MF	14	14	14

VF	3	4	3, 4
LK	5	5	5
MF	6	12	6, 7, 8, 9, 10, 11, 12

VF	1	3	1, 2, 3
LK	4	4	4
MF	5	5	5
VC	6	6	6

VF	4	8	4, 5, 6, 7, 8
LK	9	9	9
MF	10	16	10, 11, 12, 13, 14, 15, 16
FKONJ	10	17	10, 11, 12, 13, 14, 15, 16, 17
FKOORD	10	22	10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22
VC	17	17	17
MF	19	21	19, 20, 21
FKONJ	19	22	19, 20, 21, 22
VC	22	22	22

VF	1	1	1
LK	2	2	2
MF	3	3	3

