OTH	5	7	5, 6, 7

NONE	999	999	999

PER	1	1	1

LOC	2	2	2

LOC	1	1	1
LOC	4	4	4
LOC	6	6	6
LOC	23	23	23
LOC	29	30	29, 30

NONE	999	999	999

NONE	999	999	999

PER	3	3	3

NONE	999	999	999

NONE	999	999	999

LOC	14	14	14
ORG	16	18	16, 17, 18
ORG	21	21	21

LOC	4	4	4
ORG	6	6	6

NONE	999	999	999

NONE	999	999	999

PER	2	3	2, 3
ORG	11	13	11, 12, 13
LOC	15	15	15
PER	20	20	20
PER	26	27	26, 27

NONE	999	999	999

PER	3	4	3, 4

NONE	999	999	999

OTH	3	3	3

NONE	999	999	999

ORG	12	17	12, 13, 14, 15, 16, 17
ORG	19	19	19

LOC	6	7	6, 7

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

OTH	2	2	2
OTH	3	3	3

NONE	999	999	999

NONE	999	999	999

PER	2	3	2, 3

NONE	999	999	999

LOC	8	8	8

ORG	9	9	9

PER	11	11	11
PER	17	17	17

PER	8	8	8

ORG	4	4	4
ORG	7	7	7
ORG	11	14	11, 12, 13, 14

NONE	999	999	999

PER	1	1	1

NONE	999	999	999

NONE	999	999	999

ORG	7	8	7, 8
LOC	21	21	21

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

LOC	5	5	5

NONE	999	999	999

PER	1	1	1

ORG	5	7	5, 6, 7

LOC	8	8	8
LOC	12	12	12

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

PER	8	8	8

ORG	7	7	7

ORG	6	6	6

NONE	999	999	999

NONE	999	999	999

OTH	2	2	2

LOC	7	7	7

PER	14	16	14, 15, 16
LOC	18	18	18

LOC	9	9	9
LOC	15	15	15

ORG	8	8	8

PER	1	1	1
PER	2	2	2
PER	3	3	3
PER	8	8	8
LOC	14	14	14

PER	6	7	6, 7

LOC	1	1	1

NONE	999	999	999

NONE	999	999	999

LOC	2	2	2

OTH	23	23	23

NONE	999	999	999

PER	6	7	6, 7
OTH	8	11	8, 9, 10, 11
LOC	13	13	13
PER	14	15	14, 15

NONE	999	999	999

NONE	999	999	999

OTH	5	5	5

PER	1	1	1

NONE	999	999	999

NONE	999	999	999

OTH	16	16	16
OTH	37	37	37

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

LOC	8	8	8

NONE	999	999	999

PER	2	3	2, 3

NONE	999	999	999

PER	18	19	18, 19

LOC	10	10	10
PER	20	21	20, 21

NONE	999	999	999

NONE	999	999	999

PER	6	6	6
PER	8	8	8

LOC	10	10	10
LOC	12	12	12
LOC	25	25	25
LOC	29	29	29
LOC	39	39	39

NONE	999	999	999

NONE	999	999	999

LOC	6	6	6

NONE	999	999	999

PER	20	20	20

OTH	1	2	1, 2
OTH	10	12	10, 11, 12
OTH	20	20	20
OTH	28	28	28
ORG	30	30	30
OTH	38	39	38, 39

NONE	999	999	999

NONE	999	999	999

ORG	8	10	8, 9, 10
ORG	12	14	12, 13, 14
ORG	16	17	16, 17
ORG	19	20	19, 20

NONE	999	999	999

ORG	3	6	3, 4, 5, 6
ORG	16	17	16, 17

NONE	999	999	999

NONE	999	999	999

PER	8	9	8, 9
PER	12	13	12, 13
ORG	18	18	18

LOC	17	17	17
ORG	21	21	21

ORG	4	4	4

LOC	11	11	11
LOC	19	19	19

PER	26	27	26, 27

NONE	999	999	999

LOC	6	6	6

LOC	9	9	9

LOC	5	8	5, 6, 7, 8

NONE	999	999	999

NONE	999	999	999

LOC	2	2	2

NONE	999	999	999

NONE	999	999	999

LOC	2	3	2, 3

NONE	999	999	999

LOC	6	6	6

ORG	6	7	6, 7
LOC	13	13	13
LOC	18	18	18

LOC	16	16	16

OTH	6	10	6, 7, 8, 9, 10

ORG	3	3	3
PER	15	15	15

OTH	20	20	20

ORG	14	15	14, 15
ORG	17	18	17, 18

NONE	999	999	999

NONE	999	999	999

ORG	13	15	13, 14, 15

PER	6	7	6, 7
LOC	10	10	10
PER	11	12	11, 12
LOC	19	19	19

ORG	5	7	5, 6, 7

NONE	999	999	999

OTH	1	2	1, 2
OTH	11	13	11, 12, 13
OTH	15	17	15, 16, 17
ORG	22	22	22

NONE	999	999	999

NONE	999	999	999

PER	4	4	4

PER	8	9	8, 9
LOC	11	11	11
LOC	17	17	17
LOC	21	21	21

LOC	2	2	2
PER	7	7	7
LOC	9	9	9
LOC	12	12	12

ORG	2	2	2
LOC	9	9	9

LOC	22	22	22

LOC	18	18	18

PER	2	3	2, 3
LOC	13	13	13
LOC	17	17	17
LOC	20	20	20
PER	24	25	24, 25
LOC	31	31	31
LOC	35	35	35

LOC	2	2	2
OTH	8	8	8

NONE	999	999	999

PER	15	16	15, 16
LOC	18	18	18

PER	4	4	4
PER	6	6	6
PER	8	8	8

NONE	999	999	999

LOC	2	4	2, 3, 4
LOC	11	11	11
LOC	17	17	17

NONE	999	999	999

NONE	999	999	999

ORG	18	20	18, 19, 20
PER	21	22	21, 22

LOC	3	3	3

ORG	6	6	6
ORG	12	12	12

NONE	999	999	999

NONE	999	999	999

ORG	7	8	7, 8

OTH	16	16	16

PER	22	23	22, 23
PER	25	26	25, 26
PER	28	29	28, 29

PER	1	1	1

PER	1	1	1
LOC	10	10	10

NONE	999	999	999

NONE	999	999	999

OTH	3	6	3, 4, 5, 6

ORG	14	15	14, 15

LOC	6	6	6
ORG	8	8	8
ORG	10	10	10

ORG	6	7	6, 7

PER	5	6	5, 6

ORG	24	25	24, 25

OTH	6	6	6
PER	13	14	13, 14
LOC	19	19	19

LOC	1	1	1
LOC	4	4	4
LOC	13	13	13
LOC	14	14	14
LOC	19	19	19
LOC	23	23	23
LOC	26	26	26
LOC	28	28	28

PER	3	3	3
PER	7	7	7

ORG	6	7	6, 7
ORG	9	9	9

NONE	999	999	999

NONE	999	999	999

OTH	1	5	1, 2, 3, 4, 5

NONE	999	999	999

LOC	4	4	4

PER	10	10	10
PER	16	17	16, 17

LOC	4	4	4
LOC	15	15	15
LOC	18	18	18

NONE	999	999	999

ORG	4	8	4, 5, 6, 7, 8
ORG	10	10	10
OTH	12	12	12

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

LOC	13	13	13
LOC	17	17	17
LOC	21	21	21

PER	1	1	1
PER	14	14	14

NONE	999	999	999

LOC	3	3	3

LOC	3	3	3
OTH	13	14	13, 14

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

LOC	15	15	15
LOC	17	17	17

PER	6	8	6, 7, 8
LOC	11	11	11
LOC	19	19	19

LOC	10	10	10

ORG	7	7	7
ORG	9	9	9

NONE	999	999	999

ORG	16	18	16, 17, 18
ORG	25	26	25, 26
LOC	29	29	29

PER	5	5	5

LOC	6	6	6
LOC	8	8	8
PER	13	14	13, 14

NONE	999	999	999

NONE	999	999	999

LOC	5	5	5
PER	17	17	17
PER	19	19	19
ORG	23	23	23
PER	25	26	25, 26
PER	28	29	28, 29

NONE	999	999	999

PER	11	11	11

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

LOC	8	8	8

LOC	6	6	6
LOC	8	9	8, 9

NONE	999	999	999

NONE	999	999	999

ORG	2	2	2

PER	2	3	2, 3

ORG	3	3	3

NONE	999	999	999

LOC	3	5	3, 4, 5
PER	16	16	16

LOC	12	12	12

NONE	999	999	999

PER	11	11	11
LOC	13	14	13, 14

NONE	999	999	999

LOC	4	4	4
PER	6	7	6, 7
LOC	15	15	15

PER	2	2	2

NONE	999	999	999

LOC	6	6	6

NONE	999	999	999

NONE	999	999	999

LOC	1	1	1
ORG	3	3	3
PER	6	7	6, 7

NONE	999	999	999

LOC	3	3	3
OTH	5	5	5

NONE	999	999	999

PER	1	2	1, 2
ORG	13	13	13
LOC	21	21	21

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

ORG	1	2	1, 2
ORG	5	6	5, 6
OTH	8	8	8

LOC	2	2	2

OTH	16	16	16

LOC	8	8	8

NONE	999	999	999

PER	43	44	43, 44

ORG	3	5	3, 4, 5
PER	7	8	7, 8
PER	12	12	12

PER	4	4	4

NONE	999	999	999

LOC	1	1	1

LOC	6	6	6

LOC	2	2	2

NONE	999	999	999

PER	7	7	7

NONE	999	999	999

NONE	999	999	999

ORG	15	17	15, 16, 17

NONE	999	999	999

NONE	999	999	999

LOC	11	11	11
PER	21	22	21, 22
LOC	25	25	25

LOC	1	1	1
ORG	2	2	2
PER	10	11	10, 11

NONE	999	999	999

OTH	5	5	5

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

LOC	3	3	3
LOC	17	17	17

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

OTH	7	8	7, 8
LOC	17	17	17

LOC	3	3	3

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

LOC	16	16	16
LOC	18	18	18

LOC	12	12	12

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

ORG	4	4	4
OTH	17	18	17, 18

NONE	999	999	999

NONE	999	999	999

ORG	9	9	9
OTH	10	10	10

NONE	999	999	999

LOC	5	5	5
LOC	13	13	13

LOC	5	5	5
LOC	8	8	8

ORG	2	3	2, 3

OTH	2	4	2, 3, 4
ORG	7	8	7, 8
LOC	10	10	10
PER	11	11	11
OTH	15	15	15
OTH	17	17	17
OTH	22	22	22
OTH	25	28	25, 26, 27, 28
PER	37	37	37

LOC	11	11	11

ORG	15	16	15, 16
ORG	24	24	24

LOC	3	3	3

LOC	13	13	13
LOC	15	15	15

NONE	999	999	999

NONE	999	999	999

PER	11	12	11, 12

LOC	7	7	7
LOC	9	9	9

ORG	1	3	1, 2, 3
LOC	6	6	6
PER	9	11	9, 10, 11
OTH	13	30	13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30

LOC	8	8	8
LOC	10	10	10

NONE	999	999	999

LOC	2	3	2, 3

NONE	999	999	999

LOC	6	6	6

NONE	999	999	999

NONE	999	999	999

LOC	7	7	7

ORG	4	4	4
ORG	12	12	12
ORG	15	15	15
ORG	22	22	22

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

LOC	5	5	5
LOC	10	10	10

NONE	999	999	999

NONE	999	999	999

ORG	1	1	1
LOC	4	4	4
OTH	12	12	12

PER	4	4	4
PER	9	9	9
LOC	17	17	17

NONE	999	999	999

OTH	2	8	2, 3, 4, 5, 6, 7, 8
PER	15	16	15, 16
PER	18	19	18, 19
OTH	28	36	28, 29, 30, 31, 32, 33, 34, 35, 36
ORG	39	39	39

PER	3	3	3

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

OTH	9	9	9

NONE	999	999	999

LOC	11	11	11
LOC	13	13	13
LOC	16	17	16, 17
LOC	22	22	22
LOC	27	27	27
LOC	32	32	32

LOC	2	2	2
ORG	8	8	8
LOC	19	19	19
ORG	23	23	23

NONE	999	999	999

LOC	7	7	7
PER	9	10	9, 10

PER	2	2	2
OTH	7	9	7, 8, 9
OTH	11	13	11, 12, 13
LOC	20	20	20
ORG	24	24	24

PER	8	8	8
PER	10	10	10

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

PER	15	16	15, 16
LOC	21	21	21
PER	23	24	23, 24
ORG	26	26	26

ORG	5	5	5
OTH	11	11	11

PER	2	2	2
LOC	8	8	8
LOC	10	10	10
PER	11	12	11, 12

ORG	2	2	2
ORG	7	7	7

OTH	3	3	3
LOC	6	6	6

NONE	999	999	999

NONE	999	999	999

LOC	13	13	13
LOC	15	15	15

LOC	7	7	7
PER	12	13	12, 13

LOC	3	3	3
LOC	6	7	6, 7
LOC	12	12	12
LOC	14	14	14

OTH	2	2	2

PER	1	1	1

NONE	999	999	999

NONE	999	999	999

OTH	3	4	3, 4
ORG	8	8	8
OTH	37	37	37

LOC	2	2	2

NONE	999	999	999

ORG	6	6	6

ORG	7	7	7
LOC	10	10	10

ORG	16	17	16, 17

OTH	7	8	7, 8
LOC	12	13	12, 13
LOC	22	22	22

ORG	8	8	8

LOC	10	10	10
LOC	16	16	16
LOC	18	18	18
LOC	20	20	20
LOC	22	22	22
LOC	24	24	24

NONE	999	999	999

PER	1	2	1, 2

NONE	999	999	999

NONE	999	999	999

ORG	2	2	2
LOC	9	9	9

LOC	3	3	3
LOC	10	10	10

PER	3	4	3, 4
OTH	6	9	6, 7, 8, 9

NONE	999	999	999

LOC	5	5	5
PER	7	8	7, 8
PER	10	11	10, 11
PER	13	14	13, 14
OTH	16	18	16, 17, 18

NONE	999	999	999

NONE	999	999	999

LOC	10	10	10

PER	11	11	11

NONE	999	999	999

LOC	2	2	2

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

PER	3	4	3, 4
ORG	7	8	7, 8

LOC	2	2	2
ORG	7	8	7, 8
ORG	11	12	11, 12
PER	21	21	21
ORG	26	27	26, 27
LOC	29	29	29

ORG	13	14	13, 14
ORG	17	19	17, 18, 19
ORG	27	28	27, 28

OTH	2	4	2, 3, 4
ORG	11	11	11

OTH	6	6	6
ORG	12	12	12
OTH	14	16	14, 15, 16
ORG	20	20	20
OTH	22	22	22

NONE	999	999	999

NONE	999	999	999

PER	5	6	5, 6

PER	2	2	2

NONE	999	999	999

NONE	999	999	999

OTH	4	7	4, 5, 6, 7
PER	9	10	9, 10
ORG	12	14	12, 13, 14
LOC	21	21	21
LOC	28	28	28

ORG	5	6	5, 6
ORG	15	15	15
ORG	32	34	32, 33, 34

NONE	999	999	999

ORG	1	1	1
LOC	8	8	8

NONE	999	999	999

ORG	2	2	2
LOC	15	15	15

NONE	999	999	999

LOC	5	5	5

ORG	2	3	2, 3
ORG	10	12	10, 11, 12
ORG	18	19	18, 19

LOC	10	10	10
ORG	14	14	14

NONE	999	999	999

NONE	999	999	999

OTH	2	2	2
OTH	7	7	7

OTH	1	2	1, 2
ORG	9	12	9, 10, 11, 12
PER	17	18	17, 18

LOC	4	4	4

NONE	999	999	999

PER	15	16	15, 16

ORG	5	5	5
LOC	11	11	11
LOC	13	13	13
PER	19	19	19

OTH	14	15	14, 15
ORG	21	21	21
LOC	23	23	23

PER	2	2	2

ORG	19	19	19
ORG	21	21	21

LOC	7	7	7
LOC	13	13	13
LOC	22	22	22

LOC	6	6	6
LOC	9	9	9
LOC	15	16	15, 16

NONE	999	999	999

ORG	2	2	2

LOC	6	6	6

LOC	6	6	6

NONE	999	999	999

ORG	2	2	2
OTH	14	14	14

NONE	999	999	999

ORG	14	14	14

LOC	11	11	11
LOC	13	13	13
PER	14	15	14, 15

NONE	999	999	999

LOC	7	7	7
LOC	13	13	13
LOC	19	19	19

PER	10	10	10
PER	14	14	14
PER	16	16	16
PER	18	20	18, 19, 20

PER	1	1	1
LOC	7	7	7

NONE	999	999	999

OTH	5	7	5, 6, 7

NONE	999	999	999

ORG	2	3	2, 3
ORG	5	5	5

ORG	15	15	15
LOC	18	18	18

LOC	6	6	6
ORG	10	11	10, 11
LOC	17	17	17
LOC	21	22	21, 22
LOC	36	36	36

LOC	2	5	2, 3, 4, 5

LOC	2	3	2, 3

NONE	999	999	999

PER	5	5	5

NONE	999	999	999

ORG	7	7	7

NONE	999	999	999

OTH	1	1	1

NONE	999	999	999

NONE	999	999	999

OTH	8	13	8, 9, 10, 11, 12, 13

NONE	999	999	999

OTH	1	6	1, 2, 3, 4, 5, 6

PER	1	3	1, 2, 3
PER	8	9	8, 9
OTH	10	12	10, 11, 12
ORG	14	14	14
OTH	20	21	20, 21

PER	6	7	6, 7

ORG	5	5	5
LOC	7	7	7

LOC	8	8	8

PER	8	8	8

NONE	999	999	999

ORG	23	25	23, 24, 25
LOC	28	28	28
ORG	29	29	29

NONE	999	999	999

PER	11	11	11

LOC	2	2	2
LOC	20	20	20

PER	9	10	9, 10

OTH	7	7	7

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

PER	2	3	2, 3
ORG	8	8	8
OTH	11	11	11

PER	4	5	4, 5
PER	17	18	17, 18

PER	21	21	21

ORG	13	14	13, 14
ORG	28	28	28

OTH	7	7	7
OTH	11	11	11
ORG	14	15	14, 15

PER	8	9	8, 9
ORG	12	13	12, 13
LOC	15	15	15

PER	2	3	2, 3

NONE	999	999	999

ORG	3	4	3, 4
LOC	5	5	5
ORG	14	14	14
ORG	16	16	16

NONE	999	999	999

LOC	5	5	5

NONE	999	999	999

NONE	999	999	999

PER	5	5	5

PER	16	17	16, 17
ORG	22	22	22

NONE	999	999	999

NONE	999	999	999

OTH	12	16	12, 13, 14, 15, 16
ORG	17	18	17, 18
OTH	20	21	20, 21
OTH	27	27	27
OTH	32	32	32
OTH	34	34	34
OTH	36	36	36

NONE	999	999	999

PER	1	1	1
LOC	11	11	11

ORG	12	12	12

OTH	9	9	9

PER	18	18	18

LOC	6	6	6
ORG	14	14	14
LOC	16	16	16

PER	3	3	3

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

ORG	7	7	7

NONE	999	999	999

ORG	6	8	6, 7, 8
LOC	13	13	13

NONE	999	999	999

NONE	999	999	999

ORG	8	11	8, 9, 10, 11

NONE	999	999	999

PER	6	6	6
PER	8	8	8

NONE	999	999	999

NONE	999	999	999

PER	4	5	4, 5

NONE	999	999	999

LOC	9	9	9
LOC	12	12	12

PER	20	22	20, 21, 22

NONE	999	999	999

PER	2	3	2, 3

PER	8	8	8

NONE	999	999	999

LOC	6	6	6

LOC	27	27	27

PER	1	2	1, 2
ORG	8	10	8, 9, 10
ORG	21	23	21, 22, 23

NONE	999	999	999

PER	1	1	1
LOC	9	9	9
ORG	11	11	11

LOC	3	3	3
PER	11	12	11, 12
ORG	16	17	16, 17
LOC	19	19	19

NONE	999	999	999

PER	11	11	11
LOC	17	17	17

NONE	999	999	999

NONE	999	999	999

LOC	1	2	1, 2

LOC	8	8	8

OTH	4	4	4

NONE	999	999	999

ORG	12	12	12
PER	14	15	14, 15

PER	20	20	20

OTH	4	4	4

NONE	999	999	999

ORG	2	2	2
PER	4	4	4
OTH	17	17	17

PER	6	7	6, 7

NONE	999	999	999

NONE	999	999	999

PER	4	4	4
OTH	9	10	9, 10
LOC	17	17	17
PER	19	20	19, 20

LOC	4	4	4
LOC	6	6	6
LOC	8	8	8
LOC	10	10	10
LOC	20	20	20
LOC	22	22	22
LOC	24	24	24

NONE	999	999	999

NONE	999	999	999

LOC	1	1	1

PER	13	14	13, 14

NONE	999	999	999

LOC	10	10	10

NONE	999	999	999

ORG	9	9	9
ORG	22	22	22

LOC	4	4	4

OTH	3	4	3, 4
PER	6	6	6

PER	3	3	3
PER	9	10	9, 10
LOC	16	17	16, 17
ORG	26	26	26

NONE	999	999	999

NONE	999	999	999

LOC	7	7	7
LOC	18	18	18

NONE	999	999	999

PER	15	15	15

LOC	11	12	11, 12

NONE	999	999	999

LOC	9	9	9
OTH	17	17	17

ORG	3	4	3, 4
LOC	16	16	16

NONE	999	999	999

NONE	999	999	999

PER	7	7	7

PER	7	7	7
PER	15	15	15

ORG	7	8	7, 8
LOC	10	10	10

NONE	999	999	999

LOC	6	6	6

LOC	20	20	20

NONE	999	999	999

PER	1	1	1

PER	3	5	3, 4, 5
PER	10	10	10

LOC	9	9	9

LOC	3	3	3
LOC	9	10	9, 10
LOC	13	14	13, 14
PER	20	20	20
LOC	25	25	25
LOC	33	34	33, 34

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

NONE	999	999	999

LOC	6	6	6
PER	10	10	10
OTH	21	21	21

ORG	5	5	5

PER	2	2	2
LOC	10	12	10, 11, 12

PER	3	3	3

LOC	11	11	11

LOC	6	6	6

LOC	5	5	5

PER	1	1	1
LOC	8	8	8
PER	17	17	17
PER	26	26	26
PER	34	34	34

PER	11	12	11, 12
OTH	31	31	31

NONE	999	999	999

OTH	11	11	11

PER	4	6	4, 5, 6
ORG	9	10	9, 10
OTH	21	24	21, 22, 23, 24

NONE	999	999	999

PER	2	2	2
ORG	16	17	16, 17

PER	2	3	2, 3
ORG	7	8	7, 8
PER	12	13	12, 13

NONE	999	999	999

NONE	999	999	999

LOC	7	7	7
PER	9	10	9, 10

LOC	14	14	14
LOC	17	17	17

LOC	2	2	2

NONE	999	999	999

PER	1	2	1, 2

NONE	999	999	999

NONE	999	999	999

OTH	2	2	2

PER	1	1	1
ORG	9	9	9

PER	2	3	2, 3
ORG	7	10	7, 8, 9, 10

PER	4	4	4
ORG	11	12	11, 12
LOC	15	15	15

OTH	2	2	2
PER	5	6	5, 6

NONE	999	999	999

NONE	999	999	999

LOC	3	3	3

ORG	11	11	11

NONE	999	999	999

OTH	3	5	3, 4, 5
OTH	9	9	9
OTH	12	12	12
LOC	31	31	31
OTH	36	37	36, 37

LOC	3	3	3
ORG	8	8	8
ORG	10	10	10
ORG	13	15	13, 14, 15

PER	3	3	3

NONE	999	999	999

ORG	3	3	3
ORG	7	7	7
ORG	12	12	12
ORG	21	21	21

LOC	14	14	14

